story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  Joe had to deliver one-hundred guns to the rebels in Carson. He filled up his wagon with them and covered them with a blanket. He didn't expect to be searched, so he didn't bother hiding them. When he saw the border guards, he almost ran for it. Somehow he kept his cool and made it across.	 query:event: Joe hand counted all of the guns. starts after He n't expect to be searched  	pred: positive	 label: negative
story:  Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	 query:event: Becky's family played chess against other families starts after they were at a chess match with other families.  	pred: negative	 label: positive
story:  Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	 query:event: Becky's family played chess against other families starts before they were at a chess match with other families.  	pred: positive	 label: negative
story:  Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce.	 query:event: Josh drove to a steakhouse starts after he left his wife to go to the steakhouse  	pred: negative	 label: positive
story:  Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce.	 query:event: Josh drove to a steakhouse starts before he left his wife to go to the steakhouse  	pred: positive	 label: negative
story:  Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. "Now, Dan and his wife visit Norway every Summer, without fail."	 query:event: Dan bought plane tickets for he and his wife. starts before Dan want to visit Norway  	pred: negative	 label: positive
story:  Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. "Now, Dan and his wife visit Norway every Summer, without fail."	 query:event: Dan bought plane tickets for he and his wife. starts after Dan want to visit Norway  	pred: positive	 label: negative
story:  Tony needed to buy his grandma a birthday present. He went to her favorite bakery. They were sold out of her favorite cake. The owner told Tony how to make it himself. His elated grandma couldn't tell the difference!	 query:event: Tony's grandma is alive starts before They sold out of her favorite cake  	pred: negative	 label: positive
story:  Tony needed to buy his grandma a birthday present. He went to her favorite bakery. They were sold out of her favorite cake. The owner told Tony how to make it himself. His elated grandma couldn't tell the difference!	 query:event: Tony's grandma is alive starts after They sold out of her favorite cake  	pred: positive	 label: negative
story:  I was in a bad mood. "At work, I yelled at people." "It the bus stop, I screamed at a bird." I realized that I was simply hungry. "After eating a pizza, I felt happy again."	 query:event: I was hungry starts before I was in a bad mood  	pred: negative	 label: positive
story:  I was in a bad mood. "At work, I yelled at people." "It the bus stop, I screamed at a bird." I realized that I was simply hungry. "After eating a pizza, I felt happy again."	 query:event: I was hungry starts after I was in a bad mood  	pred: positive	 label: negative
story:  I was washing dishes and noticed my sink was clogged. I didn't see anything obvious clogging it. I looked under the counter and grabbed the bottle of drain cleaner. I poured the drain cleaner down the drain. "Later, I washed the drain and the clog was gone."	 query:event: I had drain cleaner. starts before I n't see anything obvious clogging it  	pred: negative	 label: positive
story:  I was washing dishes and noticed my sink was clogged. I didn't see anything obvious clogging it. I looked under the counter and grabbed the bottle of drain cleaner. I poured the drain cleaner down the drain. "Later, I washed the drain and the clog was gone."	 query:event: I had drain cleaner. starts after I n't see anything obvious clogging it  	pred: positive	 label: negative
